genename	protein_desc	Accession_Number	Molecular_Weight	SKMES1.AF1521.MG132.DMSO_SpC	SKMES1.AF1521.MG132.RBN011364_SpC	label	uniprotswissprot	entrez.id	spc.trt_ctrl.delta	spc.ctrl_fraction_delta	molweight	ctrl.binding	trt.binding	trt.fc.binding	trt.fc	gene.symbol.xref
CBR1	Carbonyl reductase [NADPH] 1 OS=Homo sapiens GN=CBR1 PE=1 SV=3	sp|P16152|CBR1_HUMAN	30 kDa	217	226	skmes_mg132_af1521.adpr.msbio	P16152	873	9	0.0398230088495575	30	217.033333333333	226.033333333333	1.04146828444171	1.04147274319156	CBR1
CBR3	Carbonyl reductase [NADPH] 3 OS=Homo sapiens GN=CBR3 PE=1 SV=3	sp|O75828|CBR3_HUMAN	31 kDa	22	13	skmes_mg132_af1521.adpr.msbio	O75828	874	-9	-0.409090909090909	31	22.0322580645161	13.0322580645161	0.591508052708638	0.591094956837801	CBR3
CBX3	Chromobox protein homolog 3 OS=Homo sapiens GN=CBX3 PE=1 SV=4	sp|Q13185|CBX3_HUMAN	21 kDa	3	0	skmes_mg132_af1521.adpr.msbio	Q13185	11335	-3	-1	21	3.04761904761905	0.0476190476190476	0.015625	0.00332225913621263	CBX3
CBX5	Chromobox protein homolog 5 OS=Homo sapiens GN=CBX5 PE=1 SV=1	sp|P45973|CBX5_HUMAN	22 kDa	20	15	skmes_mg132_af1521.adpr.msbio	P45973	23468	-5	-0.25	22	20.0454545454545	15.0454545454545	0.750566893424036	0.750124937531234	CBX5
CCAR2	Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens GN=CCAR2 PE=1 SV=2	sp|Q8N163|CCAR2_HUMAN	103 kDa	9	0	skmes_mg132_af1521.adpr.msbio	Q8N163	57805	-9	-1	103	9.00970873786408	0.00970873786407767	0.00107758620689655	0.00110987791342952	CCAR2
CCDC124	Coiled-coil domain-containing protein 124 OS=Homo sapiens GN=CCDC124 PE=1 SV=1	sp|Q96CT7|CC124_HUMAN	26 kDa	0	6	skmes_mg132_af1521.adpr.msbio	Q96CT7	115098	6	1	26	0.0384615384615385	6.03846153846154	157	601	CCDC124
CCDC174	Coiled-coil domain-containing protein 174 OS=Homo sapiens GN=CCDC174 PE=1 SV=3	sp|Q6PII3|CC174_HUMAN	54 kDa	0	4	skmes_mg132_af1521.adpr.msbio	Q6PII3	51244	4	1	54	0.0185185185185185	4.01851851851852	217	401	CCDC174
CCDC177	Coiled-coil domain-containing protein 177 OS=Homo sapiens GN=CCDC177 PE=2 SV=3	sp|Q9NQR7|CC177_HUMAN	80 kDa	3	0	skmes_mg132_af1521.adpr.msbio	Q9NQR7	56936	-3	-1	80	3.0125	0.0125	0.004149377593361	0.00332225913621263	CCDC177
CCDC88A	Girdin OS=Homo sapiens GN=CCDC88A PE=1 SV=2	sp|Q3V6T2|GRDN_HUMAN	216 kDa	5	0	skmes_mg132_af1521.adpr.msbio	Q3V6T2	55704	-5	-1	216	5.00462962962963	0.00462962962962963	0.000925069380203515	0.00199600798403194	CCDC88A
CCNK	Cyclin-K OS=Homo sapiens GN=CCNK PE=1 SV=2	sp|O75909|CCNK_HUMAN	64 kDa	9	5	skmes_mg132_af1521.adpr.msbio	O75909	8812	-4	-0.444444444444444	64	9.015625	5.015625	0.55632582322357	0.556048834628191	CCNK
CCNT1	Cyclin-T1 OS=Homo sapiens GN=CCNT1 PE=1 SV=1	sp|O60563|CCNT1_HUMAN	81 kDa	5	4	skmes_mg132_af1521.adpr.msbio	O60563	904	-1	-0.2	81	5.01234567901235	4.01234567901235	0.800492610837438	0.800399201596806	CCNT1
CCT2	T-complex protein 1 subunit beta OS=Homo sapiens GN=CCT2 PE=1 SV=4	sp|P78371|TCPB_HUMAN	57 kDa	11	0	skmes_mg132_af1521.adpr.msbio	P78371	10576	-11	-1	57	11.0175438596491	0.0175438596491228	0.00159235668789809	0.000908265213442325	CCT2
CCT3	T-complex protein 1 subunit gamma OS=Homo sapiens GN=CCT3 PE=1 SV=4	sp|P49368|TCPG_HUMAN	61 kDa	11	2	skmes_mg132_af1521.adpr.msbio	P49368	7203	-9	-0.818181818181818	61	11.016393442623	2.01639344262295	0.183035714285714	0.182561307901907	CCT3
CCT4	T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=1 SV=4	sp|P50991|TCPD_HUMAN	58 kDa	3	0	skmes_mg132_af1521.adpr.msbio	P50991	10575	-3	-1	58	3.01724137931034	0.0172413793103448	0.00571428571428571	0.00332225913621263	CCT4
CCT5	T-complex protein 1 subunit epsilon OS=Homo sapiens GN=CCT5 PE=1 SV=1	sp|P48643|TCPE_HUMAN	60 kDa	5	0	skmes_mg132_af1521.adpr.msbio	P48643	22948	-5	-1	60	5.01666666666667	0.0166666666666667	0.00332225913621262	0.00199600798403194	CCT5
CCT6A	T-complex protein 1 subunit zeta OS=Homo sapiens GN=CCT6A PE=1 SV=3	sp|P40227|TCPZ_HUMAN	58 kDa	12	0	skmes_mg132_af1521.adpr.msbio	P40227	908	-12	-1	58	12.0172413793103	0.0172413793103448	0.00143472022955524	0.000832639467110741	CCT6A
CCT7	T-complex protein 1 subunit eta OS=Homo sapiens GN=CCT7 PE=1 SV=2	sp|Q99832|TCPH_HUMAN	59 kDa	9	0	skmes_mg132_af1521.adpr.msbio	Q99832	10574	-9	-1	59	9.01694915254237	0.0169491525423729	0.0018796992481203	0.00110987791342952	CCT7
CCT8	T-complex protein 1 subunit theta OS=Homo sapiens GN=CCT8 PE=1 SV=4	sp|P50990|TCPQ_HUMAN	60 kDa	6	0	skmes_mg132_af1521.adpr.msbio	P50990	10694	-6	-1	60	6.01666666666667	0.0166666666666667	0.00277008310249307	0.00166389351081531	CCT8
CD109	CD109 antigen OS=Homo sapiens GN=CD109 PE=1 SV=2	sp|Q6YHK3|CD109_HUMAN	162 kDa	10	12	skmes_mg132_af1521.adpr.msbio	Q6YHK3	135228	2	0.166666666666667	162	10.0061728395062	12.0061728395062	1.19987661937076	1.1998001998002	CD109
CD2BP2	CD2 antigen cytoplasmic tail-binding protein 2 OS=Homo sapiens GN=CD2BP2 PE=1 SV=1	sp|O95400|CD2B2_HUMAN	38 kDa	3	2	skmes_mg132_af1521.adpr.msbio	O95400	10421	-1	-0.333333333333333	38	3.02631578947368	2.02631578947368	0.669565217391304	0.667774086378737	CD2BP2
CD44	CD44 antigen OS=Homo sapiens GN=CD44 PE=1 SV=3	sp|P16070|CD44_HUMAN	82 kDa	2	0	skmes_mg132_af1521.adpr.msbio	P16070	960	-2	-1	82	2.01219512195122	0.0121951219512195	0.00606060606060606	0.00497512437810945	CD44
CDC42	Cell division control protein 42 homolog OS=Homo sapiens GN=CDC42 PE=1 SV=2	sp|P60953|CDC42_HUMAN	21 kDa	2	3	skmes_mg132_af1521.adpr.msbio	P60953	998	1	0.333333333333333	21	2.04761904761905	3.04761904761905	1.48837209302326	1.49751243781095	CDC42
CDC42BPB	Serine/threonine-protein kinase MRCK beta OS=Homo sapiens GN=CDC42BPB PE=1 SV=2	sp|Q9Y5S2|MRCKB_HUMAN	194 kDa	11	0	skmes_mg132_af1521.adpr.msbio	Q9Y5S2	9578	-11	-1	194	11.0051546391753	0.00515463917525773	0.000468384074941452	0.000908265213442325	CDC42BPB
CDC73	Parafibromin OS=Homo sapiens GN=CDC73 PE=1 SV=1	sp|Q6P1J9|CDC73_HUMAN	61 kDa	2	2	skmes_mg132_af1521.adpr.msbio	Q6P1J9	79577	0	0	61	2.01639344262295	2.01639344262295	1	1	CDC73
CDK11B	Cyclin-dependent kinase 11B OS=Homo sapiens GN=CDK11B PE=1 SV=3	sp|P21127|CD11B_HUMAN	93 kDa	13	5	skmes_mg132_af1521.adpr.msbio	P21127	984	-8	-0.615384615384615	93	13.010752688172	5.01075268817204	0.385123966942149	0.385088393543428	CDK11B
CFAP20	Cilia- and flagella-associated protein 20 OS=Homo sapiens GN=CFAP20 PE=1 SV=1	sp|Q9Y6A4|CFA20_HUMAN	23 kDa	12	6	skmes_mg132_af1521.adpr.msbio	Q9Y6A4	29105	-6	-0.5	23	12.0434782608696	6.04347826086957	0.501805054151625	0.500416319733555	CFAP20
CFL1	Cofilin-1 OS=Homo sapiens GN=CFL1 PE=1 SV=3	sp|P23528|COF1_HUMAN	19 kDa	15	5	skmes_mg132_af1521.adpr.msbio	P23528	1072	-10	-0.666666666666667	19	15.0526315789474	5.05263157894737	0.335664335664336	0.333777481678881	CFL1
CGGBP1	CGG triplet repeat-binding protein 1 OS=Homo sapiens GN=CGGBP1 PE=1 SV=2	sp|Q9UFW8|CGBP1_HUMAN	19 kDa	0	5	skmes_mg132_af1521.adpr.msbio	Q9UFW8	8545	5	1	19	0.0526315789473684	5.05263157894737	96	501	CGGBP1
CHERP	Calcium homeostasis endoplasmic reticulum protein OS=Homo sapiens GN=CHERP PE=1 SV=3	sp|Q8IWX8|CHERP_HUMAN	104 kDa	58	51	skmes_mg132_af1521.adpr.msbio	Q8IWX8	10523	-7	-0.120689655172414	104	58.0096153846154	51.0096153846154	0.87933034974308	0.879331149801758	CHERP
CHMP1B	Charged multivesicular body protein 1b OS=Homo sapiens GN=CHMP1B PE=1 SV=1	sp|Q7LBR1|CHM1B_HUMAN	22 kDa	3	4	skmes_mg132_af1521.adpr.msbio	Q7LBR1	57132	1	0.25	22	3.04545454545455	4.04545454545455	1.32835820895522	1.33222591362126	CHMP1B
CKAP4	Cytoskeleton-associated protein 4 OS=Homo sapiens GN=CKAP4 PE=1 SV=2	sp|Q07065|CKAP4_HUMAN	66 kDa	6	0	skmes_mg132_af1521.adpr.msbio	Q07065	10970	-6	-1	66	6.01515151515152	0.0151515151515152	0.00251889168765743	0.00166389351081531	CKAP4
CKAP5	Cytoskeleton-associated protein 5 OS=Homo sapiens GN=CKAP5 PE=1 SV=3	sp|Q14008|CKAP5_HUMAN	226 kDa	6	0	skmes_mg132_af1521.adpr.msbio	Q14008	9793	-6	-1	226	6.00442477876106	0.00442477876106195	0.000736919675755343	0.00166389351081531	CKAP5
CLP1	Polyribonucleotide 5'-hydroxyl-kinase Clp1 OS=Homo sapiens GN=CLP1 PE=1 SV=1	sp|Q92989|CLP1_HUMAN	48 kDa	5	0	skmes_mg132_af1521.adpr.msbio	Q92989	10978	-5	-1	48	5.02083333333333	0.0208333333333333	0.004149377593361	0.00199600798403194	CLP1
CLTC	Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC PE=1 SV=5	sp|Q00610|CLH1_HUMAN	192 kDa	51	8	skmes_mg132_af1521.adpr.msbio	Q00610	1213	-43	-0.843137254901961	192	51.0052083333333	8.00520833333333	0.156948841008884	0.157028033718879	CLTC
CNOT1	CCR4-NOT transcription complex subunit 1 OS=Homo sapiens GN=CNOT1 PE=1 SV=2	sp|A5YKK6|CNOT1_HUMAN	267 kDa	21	0	skmes_mg132_af1521.adpr.msbio	A5YKK6	23019	-21	-1	267	21.0037453183521	0.00374531835205993	0.000178316690442225	0.000475963826749167	CNOT1
CNP	2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Homo sapiens GN=CNP PE=1 SV=2	sp|P09543|CN37_HUMAN	48 kDa	4	2	skmes_mg132_af1521.adpr.msbio	P09543	1267	-2	-0.5	48	4.02083333333333	2.02083333333333	0.50259067357513	0.501246882793017	CNP
COPA	Coatomer subunit alpha OS=Homo sapiens GN=COPA PE=1 SV=2	sp|P53621|COPA_HUMAN	138 kDa	37	8	skmes_mg132_af1521.adpr.msbio	P53621	1314	-29	-0.783783783783784	138	37.0072463768116	8.00724637681159	0.21636968866262	0.216427992434477	COPA
COPB1	Coatomer subunit beta OS=Homo sapiens GN=COPB1 PE=1 SV=3	sp|P53618|COPB_HUMAN	107 kDa	17	0	skmes_mg132_af1521.adpr.msbio	P53618	1315	-17	-1	107	17.0093457943925	0.00934579439252336	0.000549450549450549	0.000587889476778366	COPB1
COPB2	Coatomer subunit beta' OS=Homo sapiens GN=COPB2 PE=1 SV=2	sp|P35606|COPB2_HUMAN	102 kDa	6	0	skmes_mg132_af1521.adpr.msbio	P35606	9276	-6	-1	102	6.00980392156863	0.00980392156862745	0.00163132137030995	0.00166389351081531	COPB2
COPG1	Coatomer subunit gamma-1 OS=Homo sapiens GN=COPG1 PE=1 SV=1	sp|Q9Y678|COPG1_HUMAN	98 kDa	5	0	skmes_mg132_af1521.adpr.msbio	Q9Y678	22820	-5	-1	98	5.01020408163265	0.0102040816326531	0.00203665987780041	0.00199600798403194	COPG1
COPZ1	Coatomer subunit zeta-1 OS=Homo sapiens GN=COPZ1 PE=1 SV=1	sp|P61923|COPZ1_HUMAN	20 kDa	2	2	skmes_mg132_af1521.adpr.msbio	P61923	22818	0	0	20	2.05	2.05	1	1	COPZ1
CPSF1	Cleavage and polyadenylation specificity factor subunit 1 OS=Homo sapiens GN=CPSF1 PE=1 SV=2	sp|Q10570|CPSF1_HUMAN	161 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q10570	29894	-2	-1	161	2.00621118012422	0.0062111801242236	0.00309597523219814	0.00497512437810945	CPSF1
CPSF6	Cleavage and polyadenylation specificity factor subunit 6 OS=Homo sapiens GN=CPSF6 PE=1 SV=2	sp|Q16630|CPSF6_HUMAN	59 kDa	57	38	skmes_mg132_af1521.adpr.msbio	Q16630	11052	-19	-0.333333333333333	59	57.0169491525424	38.0169491525424	0.666765755053508	0.666725135941063	CPSF6
CPSF7	Cleavage and polyadenylation specificity factor subunit 7 OS=Homo sapiens GN=CPSF7 PE=1 SV=1	sp|Q8N684|CPSF7_HUMAN	52 kDa	40	23	skmes_mg132_af1521.adpr.msbio	Q8N684	79869	-17	-0.425	52	40.0192307692308	23.0192307692308	0.575204228736185	0.575106223444139	CPSF7
CREBBP	CREB-binding protein OS=Homo sapiens GN=CREBBP PE=1 SV=3	sp|Q92793|CBP_HUMAN	265 kDa	19	0	skmes_mg132_af1521.adpr.msbio	Q92793	1387	-19	-1	265	19.0037735849057	0.00377358490566038	0.000198570293884035	0.000526038926880589	CREBBP
CRIPT	Cysteine-rich PDZ-binding protein OS=Homo sapiens GN=CRIPT PE=1 SV=1	sp|Q9P021|CRIPT_HUMAN	11 kDa	24	47	skmes_mg132_af1521.adpr.msbio	Q9P021	9419	23	0.48936170212766	11	24.0909090909091	47.0909090909091	1.95471698113208	1.9579341940858	CRIPT
CSNK2B	Casein kinase II subunit beta OS=Homo sapiens GN=CSNK2B PE=1 SV=1	sp|P67870|CSK2B_HUMAN	25 kDa	4	0	skmes_mg132_af1521.adpr.msbio	P67870	1460	-4	-1	25	4.04	0.04	0.0099009900990099	0.00249376558603491	CSNK2B
CSTA	Cystatin-A OS=Homo sapiens GN=CSTA PE=1 SV=1	sp|P01040|CYTA_HUMAN	11 kDa	2	0	skmes_mg132_af1521.adpr.msbio	P01040	1475	-2	-1	11	2.09090909090909	0.0909090909090909	0.0434782608695652	0.00497512437810945	CSTA
CTNND1	Catenin delta-1 OS=Homo sapiens GN=CTNND1 PE=1 SV=1	sp|O60716|CTND1_HUMAN	108 kDa	10	22	skmes_mg132_af1521.adpr.msbio	O60716	1500	12	0.545454545454545	108	10.0092592592593	22.0092592592593	2.19888991674376	2.1988011988012	CTNND1
CTSD	Cathepsin D OS=Homo sapiens GN=CTSD PE=1 SV=1	sp|P07339|CATD_HUMAN	45 kDa	8	5	skmes_mg132_af1521.adpr.msbio	P07339	1509	-3	-0.375	45	8.02222222222222	5.02222222222222	0.626038781163435	0.625468164794007	CTSD
CTTN	Src substrate cortactin OS=Homo sapiens GN=CTTN PE=1 SV=2	sp|Q14247|SRC8_HUMAN	62 kDa	11	12	skmes_mg132_af1521.adpr.msbio	Q14247	2017	1	0.0833333333333333	62	11.0161290322581	12.0161290322581	1.09077598828697	1.09082652134423	CTTN
CUL4A	Cullin-4A OS=Homo sapiens GN=CUL4A PE=1 SV=3	sp|Q13619|CUL4A_HUMAN	88 kDa	4	0	skmes_mg132_af1521.adpr.msbio	Q13619	8451	-4	-1	88	4.01136363636364	0.0113636363636364	0.0028328611898017	0.00249376558603491	CUL4A
CUL7	Cullin-7 OS=Homo sapiens GN=CUL7 PE=1 SV=2	sp|Q14999|CUL7_HUMAN	191 kDa	7	0	skmes_mg132_af1521.adpr.msbio	Q14999	9820	-7	-1	191	7.00523560209424	0.00523560209424084	0.000747384155455904	0.0014265335235378	CUL7
CWC27	Peptidyl-prolyl cis-trans isomerase CWC27 homolog OS=Homo sapiens GN=CWC27 PE=1 SV=1	sp|Q6UX04|CWC27_HUMAN	54 kDa	21	17	skmes_mg132_af1521.adpr.msbio	Q6UX04	10283	-4	-0.19047619047619	54	21.0185185185185	17.0185185185185	0.809691629955947	0.809614469300333	CWC27
CXCL8	Interleukin-8 OS=Homo sapiens GN=CXCL8 PE=1 SV=1	sp|P10145|IL8_HUMAN	11 kDa	0	3	skmes_mg132_af1521.adpr.msbio	P10145	3576	3	1	11	0.0909090909090909	3.09090909090909	34	301	CXCL8
CXorf56	UPF0428 protein CXorf56 OS=Homo sapiens GN=CXorf56 PE=1 SV=1	sp|Q9H5V9|CX056_HUMAN	26 kDa	15	3	skmes_mg132_af1521.adpr.msbio	Q9H5V9	63932	-12	-0.8	26	15.0384615384615	3.03846153846154	0.202046035805627	0.200532978014657	NA
CYCS	Cytochrome c OS=Homo sapiens GN=CYCS PE=1 SV=2	sp|P99999|CYC_HUMAN	12 kDa	14	28	skmes_mg132_af1521.adpr.msbio	P99999	54205	14	0.5	12	14.0833333333333	28.0833333333333	1.99408284023669	1.99928622412562	CYCS
CYFIP1	Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens GN=CYFIP1 PE=1 SV=1	sp|Q7L576|CYFP1_HUMAN	145 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q7L576	23191	-2	-1	145	2.00689655172414	0.00689655172413793	0.00343642611683849	0.00497512437810945	CYFIP1
DARS	Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens GN=DARS PE=1 SV=2	sp|P14868|SYDC_HUMAN	57 kDa	4	0	skmes_mg132_af1521.adpr.msbio	P14868	1615	-4	-1	57	4.01754385964912	0.0175438596491228	0.00436681222707424	0.00249376558603491	DARS1
DCAF7	DDB1- and CUL4-associated factor 7 OS=Homo sapiens GN=DCAF7 PE=1 SV=1	sp|P61962|DCAF7_HUMAN	39 kDa	3	0	skmes_mg132_af1521.adpr.msbio	P61962	10238	-3	-1	39	3.02564102564103	0.0256410256410256	0.00847457627118644	0.00332225913621263	DCAF7
DCD	Dermcidin OS=Homo sapiens GN=DCD PE=1 SV=2	sp|P81605|DCD_HUMAN	11 kDa	11	6	skmes_mg132_af1521.adpr.msbio	P81605	117159	-5	-0.454545454545455	11	11.0909090909091	6.09090909090909	0.549180327868852	0.545867393278837	DCD
DDB1	DNA damage-binding protein 1 OS=Homo sapiens GN=DDB1 PE=1 SV=1	sp|Q16531|DDB1_HUMAN	127 kDa	30	0	skmes_mg132_af1521.adpr.msbio	Q16531	1642	-30	-1	127	30.007874015748	0.0078740157480315	0.000262398320650748	0.000333222259246918	DDB1
DDX1	ATP-dependent RNA helicase DDX1 OS=Homo sapiens GN=DDX1 PE=1 SV=2	sp|Q92499|DDX1_HUMAN	82 kDa	3	2	skmes_mg132_af1521.adpr.msbio	Q92499	1653	-1	-0.333333333333333	82	3.01219512195122	2.01219512195122	0.668016194331984	0.667774086378737	DDX1
DDX3X	ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3	sp|O00571|DDX3X_HUMAN	73 kDa	14	14	skmes_mg132_af1521.adpr.msbio	O00571	1654	0	0	73	14.013698630137	14.013698630137	1	1	DDX3X
DDX41	Probable ATP-dependent RNA helicase DDX41 OS=Homo sapiens GN=DDX41 PE=1 SV=2	sp|Q9UJV9|DDX41_HUMAN	70 kDa	78	52	skmes_mg132_af1521.adpr.msbio	Q9UJV9	51428	-26	-0.333333333333333	70	78.0142857142857	52.0142857142857	0.666727705548434	0.666709396231252	DDX41
DDX42	ATP-dependent RNA helicase DDX42 OS=Homo sapiens GN=DDX42 PE=1 SV=1	sp|Q86XP3|DDX42_HUMAN	103 kDa	46	50	skmes_mg132_af1521.adpr.msbio	Q86XP3	11325	4	0.08	103	46.0097087378641	50.0097087378641	1.08693817261026	1.08693762225603	DDX42
DDX5	Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens GN=DDX5 PE=1 SV=1	sp|P17844|DDX5_HUMAN	69 kDa	22	17	skmes_mg132_af1521.adpr.msbio	P17844	1655	-5	-0.227272727272727	69	22.0144927536232	17.0144927536232	0.772876892692561	0.772830531576556	DDX5
DEFA1	Neutrophil defensin 1 OS=Homo sapiens GN=DEFA1 PE=1 SV=1	sp|P59665|DEF1_HUMAN (+1)	10 kDa	2	0	skmes_mg132_af1521.adpr.msbio	P59665	1667	-2	-1	10	2.1	0.1	0.0476190476190476	0.00497512437810945	DEFA1
DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens GN=DHX15 PE=1 SV=2	sp|O43143|DHX15_HUMAN	91 kDa	100	95	skmes_mg132_af1521.adpr.msbio	O43143	1665	-5	-0.05	91	100.010989010989	95.010989010989	0.950005493901769	0.95000499950005	DHX15
DHX16	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 OS=Homo sapiens GN=DHX16 PE=1 SV=2	sp|O60231|DHX16_HUMAN	119 kDa	65	42	skmes_mg132_af1521.adpr.msbio	O60231	8449	-23	-0.353846153846154	119	65.0084033613445	42.0084033613445	0.646199586349535	0.6462082756499	DHX16
DHX35	Probable ATP-dependent RNA helicase DHX35 OS=Homo sapiens GN=DHX35 PE=1 SV=2	sp|Q9H5Z1|DHX35_HUMAN	79 kDa	23	15	skmes_mg132_af1521.adpr.msbio	Q9H5Z1	60625	-8	-0.347826086956522	79	23.0126582278481	15.0126582278481	0.652365236523652	0.65232507605389	DHX35
DHX37	Probable ATP-dependent RNA helicase DHX37 OS=Homo sapiens GN=DHX37 PE=1 SV=1	sp|Q8IY37|DHX37_HUMAN	130 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q8IY37	57647	-2	-1	130	2.00769230769231	0.00769230769230769	0.00383141762452107	0.00497512437810945	DHX37
DHX40	Probable ATP-dependent RNA helicase DHX40 OS=Homo sapiens GN=DHX40 PE=1 SV=2	sp|Q8IX18|DHX40_HUMAN	89 kDa	69	67	skmes_mg132_af1521.adpr.msbio	Q8IX18	79665	-2	-0.0289855072463768	89	69.0112359550562	67.0112359550562	0.971019211983067	0.971018692943052	DHX40
DHX8	ATP-dependent RNA helicase DHX8 OS=Homo sapiens GN=DHX8 PE=1 SV=1	sp|Q14562|DHX8_HUMAN	139 kDa	7	0	skmes_mg132_af1521.adpr.msbio	Q14562	1659	-7	-1	139	7.00719424460432	0.00719424460431655	0.00102669404517454	0.0014265335235378	DHX8
DHX9	ATP-dependent RNA helicase A OS=Homo sapiens GN=DHX9 PE=1 SV=4	sp|Q08211|DHX9_HUMAN	141 kDa	30	3	skmes_mg132_af1521.adpr.msbio	Q08211	1660	-27	-0.9	141	30.0070921985816	3.00709219858156	0.100212715670054	0.100299900033322	DHX9
DIAPH1	Protein diaphanous homolog 1 OS=Homo sapiens GN=DIAPH1 PE=1 SV=2	sp|O60610|DIAP1_HUMAN	141 kDa	6	0	skmes_mg132_af1521.adpr.msbio	O60610	1729	-6	-1	141	6.00709219858156	0.00709219858156028	0.00118063754427391	0.00166389351081531	DIAPH1
DNAJA1	DnaJ homolog subfamily A member 1 OS=Homo sapiens GN=DNAJA1 PE=1 SV=2	sp|P31689|DNJA1_HUMAN	45 kDa	16	7	skmes_mg132_af1521.adpr.msbio	P31689	3301	-9	-0.5625	45	16.0222222222222	7.02222222222222	0.438280166435506	0.437851342910681	DNAJA1
DNAJA2	DnaJ homolog subfamily A member 2 OS=Homo sapiens GN=DNAJA2 PE=1 SV=1	sp|O60884|DNJA2_HUMAN	46 kDa	4	0	skmes_mg132_af1521.adpr.msbio	O60884	10294	-4	-1	46	4.02173913043478	0.0217391304347826	0.00540540540540541	0.00249376558603491	DNAJA2
DNAJB1	DnaJ homolog subfamily B member 1 OS=Homo sapiens GN=DNAJB1 PE=1 SV=4	sp|P25685|DNJB1_HUMAN	38 kDa	3	0	skmes_mg132_af1521.adpr.msbio	P25685	3337	-3	-1	38	3.02631578947368	0.0263157894736842	0.00869565217391304	0.00332225913621263	DNAJB1
DNAJB6	DnaJ homolog subfamily B member 6 OS=Homo sapiens GN=DNAJB6 PE=1 SV=2	sp|O75190|DNJB6_HUMAN	36 kDa	10	3	skmes_mg132_af1521.adpr.msbio	O75190	10049	-7	-0.7	36	10.0277777777778	3.02777777777778	0.301939058171745	0.300699300699301	DNAJB6
DNAJC10	DnaJ homolog subfamily C member 10 OS=Homo sapiens GN=DNAJC10 PE=1 SV=2	sp|Q8IXB1|DJC10_HUMAN	91 kDa	0	2	skmes_mg132_af1521.adpr.msbio	Q8IXB1	54431	2	1	91	0.010989010989011	2.01098901098901	183	201	DNAJC10
DNAJC17	DnaJ homolog subfamily C member 17 OS=Homo sapiens GN=DNAJC17 PE=1 SV=1	sp|Q9NVM6|DJC17_HUMAN	35 kDa	2	4	skmes_mg132_af1521.adpr.msbio	Q9NVM6	55192	2	0.5	35	2.02857142857143	4.02857142857143	1.98591549295775	1.99502487562189	DNAJC17
DNAJC7	DnaJ homolog subfamily C member 7 OS=Homo sapiens GN=DNAJC7 PE=1 SV=2	sp|Q99615|DNJC7_HUMAN	56 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q99615	7266	-2	-1	56	2.01785714285714	0.0178571428571429	0.00884955752212389	0.00497512437810945	DNAJC7
DNAJC8	DnaJ homolog subfamily C member 8 OS=Homo sapiens GN=DNAJC8 PE=1 SV=2	sp|O75937|DNJC8_HUMAN	30 kDa	18	18	skmes_mg132_af1521.adpr.msbio	O75937	22826	0	0	30	18.0333333333333	18.0333333333333	1	1	DNAJC8
DNAJC9	DnaJ homolog subfamily C member 9 OS=Homo sapiens GN=DNAJC9 PE=1 SV=1	sp|Q8WXX5|DNJC9_HUMAN	30 kDa	0	2	skmes_mg132_af1521.adpr.msbio	Q8WXX5	23234	2	1	30	0.0333333333333333	2.03333333333333	61	201	DNAJC9
DNM2	Dynamin-2 OS=Homo sapiens GN=DNM2 PE=1 SV=2	sp|P50570|DYN2_HUMAN	98 kDa	2	0	skmes_mg132_af1521.adpr.msbio	P50570	1785	-2	-1	98	2.01020408163265	0.0102040816326531	0.0050761421319797	0.00497512437810945	DNM2
DOCK10	Dedicator of cytokinesis protein 10 OS=Homo sapiens GN=DOCK10 PE=1 SV=3	sp|Q96BY6|DOC10_HUMAN	250 kDa	13	13	skmes_mg132_af1521.adpr.msbio	Q96BY6	55619	0	0	250	13.004	13.004	1	1	DOCK10
DOCK2	Dedicator of cytokinesis protein 2 OS=Homo sapiens GN=DOCK2 PE=1 SV=2	sp|Q92608|DOCK2_HUMAN	212 kDa	6	0	skmes_mg132_af1521.adpr.msbio	Q92608	1794	-6	-1	212	6.00471698113208	0.00471698113207547	0.000785545954438335	0.00166389351081531	DOCK2
DOCK7	Dedicator of cytokinesis protein 7 OS=Homo sapiens GN=DOCK7 PE=1 SV=4	sp|Q96N67|DOCK7_HUMAN	243 kDa	7	0	skmes_mg132_af1521.adpr.msbio	Q96N67	85440	-7	-1	243	7.00411522633745	0.00411522633744856	0.000587544065804935	0.0014265335235378	DOCK7
DPM1	Dolichol-phosphate mannosyltransferase subunit 1 OS=Homo sapiens GN=DPM1 PE=1 SV=1	sp|O60762|DPM1_HUMAN	30 kDa	6	8	skmes_mg132_af1521.adpr.msbio	O60762	8813	2	0.25	30	6.03333333333333	8.03333333333333	1.33149171270718	1.33277870216306	DPM1
