genename	protein_desc	Accession_Number	Molecular_Weight	NCIH1373.AF1521.DMSO_SpC	NCIH1373.AF1521.RBN011364_SpC	label	uniprotswissprot	entrez.id	spc.trt_ctrl.delta	spc.ctrl_fraction_delta	molweight	ctrl.binding	trt.binding	trt.fc.binding	trt.fc	gene.symbol.xref
CAPZB	F-actin-capping protein subunit beta OS=Homo sapiens GN=CAPZB PE=1 SV=4	sp|P47756|CAPZB_HUMAN	31 kDa	6	5	ncih1373_af1521.adpr.msbio	P47756	832	-1	-0.166666666666667	31	6.03225806451613	5.03225806451613	0.834224598930481	0.833610648918469	CAPZB
CAST	Calpastatin OS=Homo sapiens GN=CAST PE=1 SV=4	sp|P20810|ICAL_HUMAN	77 kDa	6	3	ncih1373_af1521.adpr.msbio	P20810	831	-3	-0.5	77	6.01298701298701	3.01298701298701	0.501079913606912	0.500831946755408	CAST
CAV1	Caveolin-1 OS=Homo sapiens GN=CAV1 PE=1 SV=4	sp|Q03135|CAV1_HUMAN	20 kDa	6	4	ncih1373_af1521.adpr.msbio	Q03135	857	-2	-0.333333333333333	20	6.05	4.05	0.669421487603306	0.667221297836938	CAV1
CAVIN1	Caveolae-associated protein 1 OS=Homo sapiens GN=CAVIN1 PE=1 SV=1	sp|Q6NZI2|CAVN1_HUMAN	43 kDa	2	0	ncih1373_af1521.adpr.msbio	Q6NZI2	284119	-2	-1	43	2.02325581395349	0.0232558139534884	0.0114942528735632	0.00497512437810945	CAVIN1
CBR1	Carbonyl reductase [NADPH] 1 OS=Homo sapiens GN=CBR1 PE=1 SV=3	sp|P16152|CBR1_HUMAN	30 kDa	112	128	ncih1373_af1521.adpr.msbio	P16152	873	16	0.125	30	112.033333333333	128.033333333333	1.14281463850045	1.14284438889385	CBR1
CBX1	Chromobox protein homolog 1 OS=Homo sapiens GN=CBX1 PE=1 SV=1	sp|P83916|CBX1_HUMAN	21 kDa	2	0	ncih1373_af1521.adpr.msbio	P83916	10951	-2	-1	21	2.04761904761905	0.0476190476190476	0.0232558139534884	0.00497512437810945	CBX1
CBX5	Chromobox protein homolog 5 OS=Homo sapiens GN=CBX5 PE=1 SV=1	sp|P45973|CBX5_HUMAN	22 kDa	9	7	ncih1373_af1521.adpr.msbio	P45973	23468	-2	-0.222222222222222	22	9.04545454545454	7.04545454545455	0.778894472361809	0.778024417314095	CBX5
CCAR1	Cell division cycle and apoptosis regulator protein 1 OS=Homo sapiens GN=CCAR1 PE=1 SV=2	sp|Q8IX12|CCAR1_HUMAN	133 kDa	8	0	ncih1373_af1521.adpr.msbio	Q8IX12	55749	-8	-1	133	8.00751879699248	0.0075187969924812	0.000938967136150235	0.00124843945068664	CCAR1
CCDC124	Coiled-coil domain-containing protein 124 OS=Homo sapiens GN=CCDC124 PE=1 SV=1	sp|Q96CT7|CC124_HUMAN	26 kDa	8	0	ncih1373_af1521.adpr.msbio	Q96CT7	115098	-8	-1	26	8.03846153846154	0.0384615384615385	0.00478468899521531	0.00124843945068664	CCDC124
CCDC6	Coiled-coil domain-containing protein 6 OS=Homo sapiens GN=CCDC6 PE=1 SV=2	sp|Q16204|CCDC6_HUMAN	53 kDa	0	3	ncih1373_af1521.adpr.msbio	Q16204	8030	3	1	53	0.0188679245283019	3.0188679245283	160	301	CCDC6
CCDC80	Coiled-coil domain-containing protein 80 OS=Homo sapiens GN=CCDC80 PE=1 SV=1	sp|Q76M96|CCD80_HUMAN	108 kDa	0	2	ncih1373_af1521.adpr.msbio	Q76M96	151887	2	1	108	0.00925925925925926	2.00925925925926	217	201	CCDC80
CCNT1	Cyclin-T1 OS=Homo sapiens GN=CCNT1 PE=1 SV=1	sp|O60563|CCNT1_HUMAN	81 kDa	0	4	ncih1373_af1521.adpr.msbio	O60563	904	4	1	81	0.0123456790123457	4.01234567901235	325	401	CCNT1
CCT2	T-complex protein 1 subunit beta OS=Homo sapiens GN=CCT2 PE=1 SV=4	sp|P78371|TCPB_HUMAN	57 kDa	2	0	ncih1373_af1521.adpr.msbio	P78371	10576	-2	-1	57	2.01754385964912	0.0175438596491228	0.00869565217391304	0.00497512437810945	CCT2
CCT3	T-complex protein 1 subunit gamma OS=Homo sapiens GN=CCT3 PE=1 SV=4	sp|P49368|TCPG_HUMAN	61 kDa	6	0	ncih1373_af1521.adpr.msbio	P49368	7203	-6	-1	61	6.01639344262295	0.0163934426229508	0.00272479564032698	0.00166389351081531	CCT3
CCT6A	T-complex protein 1 subunit zeta OS=Homo sapiens GN=CCT6A PE=1 SV=3	sp|P40227|TCPZ_HUMAN	58 kDa	4	0	ncih1373_af1521.adpr.msbio	P40227	908	-4	-1	58	4.01724137931035	0.0172413793103448	0.00429184549356223	0.00249376558603491	CCT6A
CCT8	T-complex protein 1 subunit theta OS=Homo sapiens GN=CCT8 PE=1 SV=4	sp|P50990|TCPQ_HUMAN	60 kDa	11	0	ncih1373_af1521.adpr.msbio	P50990	10694	-11	-1	60	11.0166666666667	0.0166666666666667	0.00151285930408472	0.000908265213442325	CCT8
CD109	CD109 antigen OS=Homo sapiens GN=CD109 PE=1 SV=2	sp|Q6YHK3|CD109_HUMAN	162 kDa	3	0	ncih1373_af1521.adpr.msbio	Q6YHK3	135228	-3	-1	162	3.00617283950617	0.00617283950617284	0.00205338809034908	0.00332225913621263	CD109
CD151	CD151 antigen OS=Homo sapiens GN=CD151 PE=1 SV=3	sp|P48509|CD151_HUMAN	28 kDa	4	0	ncih1373_af1521.adpr.msbio	P48509	977	-4	-1	28	4.03571428571429	0.0357142857142857	0.00884955752212389	0.00249376558603491	CD151
CD2AP	CD2-associated protein OS=Homo sapiens GN=CD2AP PE=1 SV=1	sp|Q9Y5K6|CD2AP_HUMAN	71 kDa	7	2	ncih1373_af1521.adpr.msbio	Q9Y5K6	23607	-5	-0.714285714285714	71	7.01408450704225	2.01408450704225	0.28714859437751	0.286733238231098	CD2AP
CD44	CD44 antigen OS=Homo sapiens GN=CD44 PE=1 SV=3	sp|P16070|CD44_HUMAN	82 kDa	13	17	ncih1373_af1521.adpr.msbio	P16070	960	4	0.235294117647059	82	13.0121951219512	17.0121951219512	1.30740393626992	1.30745580322829	CD44
CD55	Complement decay-accelerating factor OS=Homo sapiens GN=CD55 PE=1 SV=4	sp|P08174|DAF_HUMAN	41 kDa	2	0	ncih1373_af1521.adpr.msbio	P08174	1604	-2	-1	41	2.02439024390244	0.024390243902439	0.0120481927710843	0.00497512437810945	CD55
CD59	CD59 glycoprotein OS=Homo sapiens GN=CD59 PE=1 SV=1	sp|P13987|CD59_HUMAN	14 kDa	2	0	ncih1373_af1521.adpr.msbio	P13987	966	-2	-1	14	2.07142857142857	0.0714285714285714	0.0344827586206896	0.00497512437810945	CD59
CD97	CD97 antigen OS=Homo sapiens GN=CD97 PE=1 SV=4	sp|P48960|CD97_HUMAN	92 kDa	2	0	ncih1373_af1521.adpr.msbio	P48960	976	-2	-1	92	2.01086956521739	0.0108695652173913	0.00540540540540541	0.00497512437810945	ADGRE2
CDC20	Cell division cycle protein 20 homolog OS=Homo sapiens GN=CDC20 PE=1 SV=2	sp|Q12834|CDC20_HUMAN	55 kDa	3	0	ncih1373_af1521.adpr.msbio	Q12834	991	-3	-1	55	3.01818181818182	0.0181818181818182	0.00602409638554217	0.00332225913621263	CDC20
CDC23	Cell division cycle protein 23 homolog OS=Homo sapiens GN=CDC23 PE=1 SV=3	sp|Q9UJX2|CDC23_HUMAN	69 kDa	2	0	ncih1373_af1521.adpr.msbio	Q9UJX2	8697	-2	-1	69	2.01449275362319	0.0144927536231884	0.00719424460431655	0.00497512437810945	CDC23
CDC27	Cell division cycle protein 27 homolog OS=Homo sapiens GN=CDC27 PE=1 SV=2	sp|P30260|CDC27_HUMAN	92 kDa	4	0	ncih1373_af1521.adpr.msbio	P30260	996	-4	-1	92	4.01086956521739	0.0108695652173913	0.002710027100271	0.00249376558603491	CDC27
CDC42	Cell division control protein 42 homolog OS=Homo sapiens GN=CDC42 PE=1 SV=2	sp|P60953|CDC42_HUMAN	21 kDa	9	10	ncih1373_af1521.adpr.msbio	P60953	998	1	0.1	21	9.04761904761905	10.047619047619	1.11052631578947	1.11098779134295	CDC42
CDK1	Cyclin-dependent kinase 1 OS=Homo sapiens GN=CDK1 PE=1 SV=3	sp|P06493|CDK1_HUMAN	34 kDa	5	0	ncih1373_af1521.adpr.msbio	P06493	983	-5	-1	34	5.02941176470588	0.0294117647058824	0.00584795321637427	0.00199600798403194	CDK1
CDK11B	Cyclin-dependent kinase 11B OS=Homo sapiens GN=CDK11B PE=1 SV=3	sp|P21127|CD11B_HUMAN	93 kDa	14	2	ncih1373_af1521.adpr.msbio	P21127	984	-12	-0.857142857142857	93	14.010752688172	2.01075268817204	0.143514965464313	0.143468950749465	CDK11B
CDK9	Cyclin-dependent kinase 9 OS=Homo sapiens GN=CDK9 PE=1 SV=3	sp|P50750|CDK9_HUMAN	43 kDa	4	2	ncih1373_af1521.adpr.msbio	P50750	1025	-2	-0.5	43	4.02325581395349	2.02325581395349	0.502890173410405	0.501246882793017	CDK9
CELF1	CUGBP Elav-like family member 1 OS=Homo sapiens GN=CELF1 PE=1 SV=2	sp|Q92879|CELF1_HUMAN	52 kDa	4	0	ncih1373_af1521.adpr.msbio	Q92879	10658	-4	-1	52	4.01923076923077	0.0192307692307692	0.00478468899521531	0.00249376558603491	CELF1
CENPE	Centromere-associated protein E OS=Homo sapiens GN=CENPE PE=1 SV=2	sp|Q02224|CENPE_HUMAN	316 kDa	4	2	ncih1373_af1521.adpr.msbio	Q02224	1062	-2	-0.5	316	4.00316455696202	2.00316455696203	0.500395256916996	0.501246882793017	CENPE
CENPF	Centromere protein F OS=Homo sapiens GN=CENPF PE=1 SV=2	sp|P49454|CENPF_HUMAN	368 kDa	32	0	ncih1373_af1521.adpr.msbio	P49454	1063	-32	-1	368	32.0027173913044	0.00271739130434783	8.49112677252271e-05	0.000312402374258044	CENPF
CFAP20	Cilia- and flagella-associated protein 20 OS=Homo sapiens GN=CFAP20 PE=1 SV=1	sp|Q9Y6A4|CFA20_HUMAN	23 kDa	18	14	ncih1373_af1521.adpr.msbio	Q9Y6A4	29105	-4	-0.222222222222222	23	18.0434782608696	14.0434782608696	0.778313253012048	0.777901166018878	CFAP20
CFL1	Cofilin-1 OS=Homo sapiens GN=CFL1 PE=1 SV=3	sp|P23528|COF1_HUMAN	19 kDa	4	6	ncih1373_af1521.adpr.msbio	P23528	1072	2	0.333333333333333	19	4.05263157894737	6.05263157894737	1.49350649350649	1.49875311720698	CFL1
CHCHD3	MICOS complex subunit MIC19 OS=Homo sapiens GN=CHCHD3 PE=1 SV=1	sp|Q9NX63|MIC19_HUMAN	26 kDa	8	2	ncih1373_af1521.adpr.msbio	Q9NX63	54927	-6	-0.75	26	8.03846153846154	2.03846153846154	0.253588516746411	0.250936329588015	CHCHD3
CHD1	Chromodomain-helicase-DNA-binding protein 1 OS=Homo sapiens GN=CHD1 PE=1 SV=2	sp|O14646|CHD1_HUMAN	197 kDa	19	3	ncih1373_af1521.adpr.msbio	O14646	1105	-16	-0.842105263157895	197	19.005076142132	3.00507614213198	0.158119658119658	0.158337716991057	CHD1
CHD4	Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens GN=CHD4 PE=1 SV=2	sp|Q14839|CHD4_HUMAN	218 kDa	2	0	ncih1373_af1521.adpr.msbio	Q14839	1108	-2	-1	218	2.0045871559633	0.00458715596330275	0.0022883295194508	0.00497512437810945	CHD4
CHERP	Calcium homeostasis endoplasmic reticulum protein OS=Homo sapiens GN=CHERP PE=1 SV=3	sp|Q8IWX8|CHERP_HUMAN	104 kDa	85	47	ncih1373_af1521.adpr.msbio	Q8IWX8	10523	-38	-0.447058823529412	104	85.0096153846154	47.0096153846154	0.552991743015496	0.55299376543936	CHERP
CHMP2A	Charged multivesicular body protein 2a OS=Homo sapiens GN=CHMP2A PE=1 SV=1	sp|O43633|CHM2A_HUMAN	25 kDa	7	2	ncih1373_af1521.adpr.msbio	O43633	27243	-5	-0.714285714285714	25	7.04	2.04	0.289772727272727	0.286733238231098	CHMP2A
CHMP6	Charged multivesicular body protein 6 OS=Homo sapiens GN=CHMP6 PE=1 SV=3	sp|Q96FZ7|CHMP6_HUMAN	23 kDa	4	2	ncih1373_af1521.adpr.msbio	Q96FZ7	79643	-2	-0.5	23	4.04347826086957	2.04347826086957	0.505376344086022	0.501246882793017	CHMP6
CISD3	"CDGSH iron-sulfur domain-containing protein 3, mitochondrial OS=Homo sapiens GN=CISD3 PE=1 SV=1"	sp|P0C7P0|CISD3_HUMAN	14 kDa	4	3	ncih1373_af1521.adpr.msbio	P0C7P0	284106	-1	-0.25	14	4.07142857142857	3.07142857142857	0.754385964912281	0.750623441396509	CISD3
CKAP2	Cytoskeleton-associated protein 2 OS=Homo sapiens GN=CKAP2 PE=1 SV=1	sp|Q8WWK9|CKAP2_HUMAN	77 kDa	5	0	ncih1373_af1521.adpr.msbio	Q8WWK9	26586	-5	-1	77	5.01298701298701	0.012987012987013	0.00259067357512953	0.00199600798403194	CKAP2
CKAP4	Cytoskeleton-associated protein 4 OS=Homo sapiens GN=CKAP4 PE=1 SV=2	sp|Q07065|CKAP4_HUMAN	66 kDa	6	8	ncih1373_af1521.adpr.msbio	Q07065	10970	2	0.25	66	6.01515151515152	8.01515151515152	1.33249370277078	1.33277870216306	CKAP4
CLIC1	Chloride intracellular channel protein 1 OS=Homo sapiens GN=CLIC1 PE=1 SV=4	sp|O00299|CLIC1_HUMAN	27 kDa	3	2	ncih1373_af1521.adpr.msbio	O00299	1192	-1	-0.333333333333333	27	3.03703703703704	2.03703703703704	0.670731707317073	0.667774086378737	CLIC1
CLINT1	Clathrin interactor 1 OS=Homo sapiens GN=CLINT1 PE=1 SV=1	sp|Q14677|EPN4_HUMAN	68 kDa	12	7	ncih1373_af1521.adpr.msbio	Q14677	9685	-5	-0.416666666666667	68	12.0147058823529	7.01470588235294	0.583843329253366	0.583680266444629	CLINT1
CLIP1	CAP-Gly domain-containing linker protein 1 OS=Homo sapiens GN=CLIP1 PE=1 SV=2	sp|P30622|CLIP1_HUMAN	162 kDa	0	3	ncih1373_af1521.adpr.msbio	P30622	6249	3	1	162	0.00617283950617284	3.00617283950617	487	301	CLIP1
CLP1	Polyribonucleotide 5'-hydroxyl-kinase Clp1 OS=Homo sapiens GN=CLP1 PE=1 SV=1	sp|Q92989|CLP1_HUMAN	48 kDa	8	15	ncih1373_af1521.adpr.msbio	Q92989	10978	7	0.466666666666667	48	8.02083333333333	15.0208333333333	1.87272727272727	1.87390761548065	CLP1
CLTC	Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC PE=1 SV=5	sp|Q00610|CLH1_HUMAN	192 kDa	45	30	ncih1373_af1521.adpr.msbio	Q00610	1213	-15	-0.333333333333333	192	45.0052083333333	30.0052083333333	0.666705242448791	0.666740724283493	CLTC
CNN3	Calponin-3 OS=Homo sapiens GN=CNN3 PE=1 SV=1	sp|Q15417|CNN3_HUMAN	36 kDa	6	0	ncih1373_af1521.adpr.msbio	Q15417	1266	-6	-1	36	6.02777777777778	0.0277777777777778	0.00460829493087558	0.00166389351081531	CNN3
CNP	"2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Homo sapiens GN=CNP PE=1 SV=2"	sp|P09543|CN37_HUMAN	48 kDa	12	14	ncih1373_af1521.adpr.msbio	P09543	1267	2	0.142857142857143	48	12.0208333333333	14.0208333333333	1.16637781629116	1.16652789342215	CNP
CNTN1	Contactin-1 OS=Homo sapiens GN=CNTN1 PE=1 SV=1	sp|Q12860|CNTN1_HUMAN	113 kDa	3	0	ncih1373_af1521.adpr.msbio	Q12860	1272	-3	-1	113	3.00884955752212	0.00884955752212389	0.00294117647058824	0.00332225913621263	CNTN1
COL3A1	Collagen alpha-1(III) chain OS=Homo sapiens GN=COL3A1 PE=1 SV=4	sp|P02461|CO3A1_HUMAN	139 kDa	4	0	ncih1373_af1521.adpr.msbio	P02461	1281	-4	-1	139	4.00719424460432	0.00719424460431655	0.00179533213644524	0.00249376558603491	COL3A1
COPA	Coatomer subunit alpha OS=Homo sapiens GN=COPA PE=1 SV=2	sp|P53621|COPA_HUMAN	138 kDa	21	9	ncih1373_af1521.adpr.msbio	P53621	1314	-12	-0.571428571428571	138	21.0072463768116	9.00724637681159	0.428768540876164	0.428843407901	COPA
COPB1	Coatomer subunit beta OS=Homo sapiens GN=COPB1 PE=1 SV=3	sp|P53618|COPB_HUMAN	107 kDa	6	4	ncih1373_af1521.adpr.msbio	P53618	1315	-2	-0.333333333333333	107	6.00934579439252	4.00934579439252	0.667185069984448	0.667221297836938	COPB1
COPB2	Coatomer subunit beta' OS=Homo sapiens GN=COPB2 PE=1 SV=2	sp|P35606|COPB2_HUMAN	102 kDa	25	15	ncih1373_af1521.adpr.msbio	P35606	9276	-10	-0.4	102	25.0098039215686	15.0098039215686	0.60015680125441	0.60015993602559	COPB2
COPE	Coatomer subunit epsilon OS=Homo sapiens GN=COPE PE=1 SV=3	sp|O14579|COPE_HUMAN	34 kDa	4	0	ncih1373_af1521.adpr.msbio	O14579	11316	-4	-1	34	4.02941176470588	0.0294117647058824	0.0072992700729927	0.00249376558603491	COPE
COPG1	Coatomer subunit gamma-1 OS=Homo sapiens GN=COPG1 PE=1 SV=1	sp|Q9Y678|COPG1_HUMAN	98 kDa	0	4	ncih1373_af1521.adpr.msbio	Q9Y678	22820	4	1	98	0.0102040816326531	4.01020408163265	393	401	COPG1
COPZ1	Coatomer subunit zeta-1 OS=Homo sapiens GN=COPZ1 PE=1 SV=1	sp|P61923|COPZ1_HUMAN	20 kDa	3	0	ncih1373_af1521.adpr.msbio	P61923	22818	-3	-1	20	3.05	0.05	0.0163934426229508	0.00332225913621263	COPZ1
CORO1C	Coronin-1C OS=Homo sapiens GN=CORO1C PE=1 SV=1	sp|Q9ULV4|COR1C_HUMAN	53 kDa	2	0	ncih1373_af1521.adpr.msbio	Q9ULV4	23603	-2	-1	53	2.0188679245283	0.0188679245283019	0.00934579439252336	0.00497512437810945	CORO1C
COX4I1	"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens GN=COX4I1 PE=1 SV=1"	sp|P13073|COX41_HUMAN	20 kDa	5	2	ncih1373_af1521.adpr.msbio	P13073	1327	-3	-0.6	20	5.05	2.05	0.405940594059406	0.401197604790419	COX4I1
CPD	Carboxypeptidase D OS=Homo sapiens GN=CPD PE=1 SV=2	sp|O75976|CBPD_HUMAN	153 kDa	2	5	ncih1373_af1521.adpr.msbio	O75976	1362	3	0.6	153	2.00653594771242	5.00653594771242	2.49511400651466	2.49253731343284	CPD
CPSF1	Cleavage and polyadenylation specificity factor subunit 1 OS=Homo sapiens GN=CPSF1 PE=1 SV=2	sp|Q10570|CPSF1_HUMAN	161 kDa	5	0	ncih1373_af1521.adpr.msbio	Q10570	29894	-5	-1	161	5.00621118012422	0.0062111801242236	0.00124069478908189	0.00199600798403194	CPSF1
CPSF3	Cleavage and polyadenylation specificity factor subunit 3 OS=Homo sapiens GN=CPSF3 PE=1 SV=1	sp|Q9UKF6|CPSF3_HUMAN	77 kDa	2	0	ncih1373_af1521.adpr.msbio	Q9UKF6	51692	-2	-1	77	2.01298701298701	0.012987012987013	0.00645161290322581	0.00497512437810945	CPSF3
CPSF6	Cleavage and polyadenylation specificity factor subunit 6 OS=Homo sapiens GN=CPSF6 PE=1 SV=2	sp|Q16630|CPSF6_HUMAN	59 kDa	43	62	ncih1373_af1521.adpr.msbio	Q16630	11052	19	0.306451612903226	59	43.0169491525424	62.0169491525424	1.44168636721828	1.44175773076029	CPSF6
CPSF7	Cleavage and polyadenylation specificity factor subunit 7 OS=Homo sapiens GN=CPSF7 PE=1 SV=1	sp|Q8N684|CPSF7_HUMAN	52 kDa	35	45	ncih1373_af1521.adpr.msbio	Q8N684	79869	10	0.222222222222222	52	35.0192307692308	45.0192307692308	1.28555738605162	1.28563267637818	CPSF7
CPT2	"Carnitine O-palmitoyltransferase 2, mitochondrial OS=Homo sapiens GN=CPT2 PE=1 SV=2"	sp|P23786|CPT2_HUMAN	74 kDa	3	4	ncih1373_af1521.adpr.msbio	P23786	1376	1	0.25	74	3.01351351351351	4.01351351351351	1.33183856502242	1.33222591362126	CPT2
CRIPT	Cysteine-rich PDZ-binding protein OS=Homo sapiens GN=CRIPT PE=1 SV=1	sp|Q9P021|CRIPT_HUMAN	11 kDa	12	17	ncih1373_af1521.adpr.msbio	Q9P021	9419	5	0.294117647058824	11	12.0909090909091	17.0909090909091	1.41353383458647	1.41631973355537	CRIPT
CRYBG1	Beta/gamma crystallin domain-containing protein 1 OS=Homo sapiens GN=CRYBG1 PE=1 SV=3	sp|Q9Y4K1|CRBG1_HUMAN	189 kDa	3	0	ncih1373_af1521.adpr.msbio	Q9Y4K1	202	-3	-1	189	3.00529100529101	0.00529100529100529	0.00176056338028169	0.00332225913621263	CRYBG1
CSTA	Cystatin-A OS=Homo sapiens GN=CSTA PE=1 SV=1	sp|P01040|CYTA_HUMAN	11 kDa	0	8	ncih1373_af1521.adpr.msbio	P01040	1475	8	1	11	0.0909090909090909	8.09090909090909	89	801	CSTA
CTNNA1	Catenin alpha-1 OS=Homo sapiens GN=CTNNA1 PE=1 SV=1	sp|P35221|CTNA1_HUMAN	100 kDa	4	3	ncih1373_af1521.adpr.msbio	P35221	1495	-1	-0.25	100	4.01	3.01	0.750623441396509	0.750623441396509	CTNNA1
CTNND1	Catenin delta-1 OS=Homo sapiens GN=CTNND1 PE=1 SV=1	sp|O60716|CTND1_HUMAN	108 kDa	21	21	ncih1373_af1521.adpr.msbio	O60716	1500	0	0	108	21.0092592592593	21.0092592592593	1	1	CTNND1
CTSD	Cathepsin D OS=Homo sapiens GN=CTSD PE=1 SV=1	sp|P07339|CATD_HUMAN	45 kDa	13	6	ncih1373_af1521.adpr.msbio	P07339	1509	-7	-0.538461538461538	45	13.0222222222222	6.02222222222222	0.462457337883959	0.4619523443505	CTSD
CTTN	Src substrate cortactin OS=Homo sapiens GN=CTTN PE=1 SV=2	sp|Q14247|SRC8_HUMAN	62 kDa	37	30	ncih1373_af1521.adpr.msbio	Q14247	2017	-7	-0.189189189189189	62	37.0161290322581	30.0161290322581	0.810893246187364	0.810861929208322	CTTN
CWC22	Pre-mRNA-splicing factor CWC22 homolog OS=Homo sapiens GN=CWC22 PE=1 SV=3	sp|Q9HCG8|CWC22_HUMAN	105 kDa	0	5	ncih1373_af1521.adpr.msbio	Q9HCG8	57703	5	1	105	0.00952380952380952	5.00952380952381	526	501	CWC22
CWC27	Peptidyl-prolyl cis-trans isomerase CWC27 homolog OS=Homo sapiens GN=CWC27 PE=1 SV=1	sp|Q6UX04|CWC27_HUMAN	54 kDa	6	3	ncih1373_af1521.adpr.msbio	Q6UX04	10283	-3	-0.5	54	6.01851851851852	3.01851851851852	0.501538461538462	0.500831946755408	CWC27
CWF19L2	CWF19-like protein 2 OS=Homo sapiens GN=CWF19L2 PE=1 SV=4	sp|Q2TBE0|C19L2_HUMAN	104 kDa	9	0	ncih1373_af1521.adpr.msbio	Q2TBE0	143884	-9	-1	104	9.00961538461539	0.00961538461538462	0.00106723585912487	0.00110987791342952	CWF19L2
CXorf56	UPF0428 protein CXorf56 OS=Homo sapiens GN=CXorf56 PE=1 SV=1	sp|Q9H5V9|CX056_HUMAN	26 kDa	18	14	ncih1373_af1521.adpr.msbio	Q9H5V9	63932	-4	-0.222222222222222	26	18.0384615384615	14.0384615384615	0.778251599147121	0.777901166018878	NA
CYC1	"Cytochrome c1, heme protein, mitochondrial OS=Homo sapiens GN=CYC1 PE=1 SV=3"	sp|P08574|CY1_HUMAN	35 kDa	8	4	ncih1373_af1521.adpr.msbio	P08574	1537	-4	-0.5	35	8.02857142857143	4.02857142857143	0.501779359430605	0.500624219725343	CYC1
CYCS	Cytochrome c OS=Homo sapiens GN=CYCS PE=1 SV=2	sp|P99999|CYC_HUMAN	12 kDa	4	0	ncih1373_af1521.adpr.msbio	P99999	54205	-4	-1	12	4.08333333333333	0.0833333333333333	0.0204081632653061	0.00249376558603491	CYCS
CYR61	Protein CYR61 OS=Homo sapiens GN=CYR61 PE=1 SV=1	sp|O00622|CYR61_HUMAN	42 kDa	6	0	ncih1373_af1521.adpr.msbio	O00622	3491	-6	-1	42	6.02380952380952	0.0238095238095238	0.00395256916996047	0.00166389351081531	CCN1
DCD	Dermcidin OS=Homo sapiens GN=DCD PE=1 SV=2	sp|P81605|DCD_HUMAN	11 kDa	6	11	ncih1373_af1521.adpr.msbio	P81605	117159	5	0.454545454545455	11	6.09090909090909	11.0909090909091	1.82089552238806	1.83194675540765	DCD
DCTN1	Dynactin subunit 1 OS=Homo sapiens GN=DCTN1 PE=1 SV=3	sp|Q14203|DCTN1_HUMAN	142 kDa	12	12	ncih1373_af1521.adpr.msbio	Q14203	1639	0	0	142	12.0070422535211	12.0070422535211	1	1	DCTN1
DDB1	DNA damage-binding protein 1 OS=Homo sapiens GN=DDB1 PE=1 SV=1	sp|Q16531|DDB1_HUMAN	127 kDa	19	11	ncih1373_af1521.adpr.msbio	Q16531	1642	-8	-0.421052631578947	127	19.007874015748	11.007874015748	0.579121789560895	0.579168858495529	DDB1
DDX1	ATP-dependent RNA helicase DDX1 OS=Homo sapiens GN=DDX1 PE=1 SV=2	sp|Q92499|DDX1_HUMAN	82 kDa	9	3	ncih1373_af1521.adpr.msbio	Q92499	1653	-6	-0.666666666666667	82	9.01219512195122	3.01219512195122	0.334235453315291	0.334073251942286	DDX1
DDX17	Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens GN=DDX17 PE=1 SV=2	sp|Q92841|DDX17_HUMAN	80 kDa	12	10	ncih1373_af1521.adpr.msbio	Q92841	10521	-2	-0.166666666666667	80	12.0125	10.0125	0.833506763787721	0.833472106577852	DDX17
DDX21	Nucleolar RNA helicase 2 OS=Homo sapiens GN=DDX21 PE=1 SV=5	sp|Q9NR30|DDX21_HUMAN	87 kDa	12	0	ncih1373_af1521.adpr.msbio	Q9NR30	9188	-12	-1	87	12.0114942528736	0.0114942528735632	0.000956937799043062	0.000832639467110741	DDX21
DDX39B	Spliceosome RNA helicase DDX39B OS=Homo sapiens GN=DDX39B PE=1 SV=1	sp|Q13838|DX39B_HUMAN	49 kDa	5	0	ncih1373_af1521.adpr.msbio	Q13838	7919	-5	-1	49	5.02040816326531	0.0204081632653061	0.0040650406504065	0.00199600798403194	DDX39B
DDX3X	ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3	sp|O00571|DDX3X_HUMAN	73 kDa	31	27	ncih1373_af1521.adpr.msbio	O00571	1654	-4	-0.129032258064516	73	31.013698630137	27.013698630137	0.871024734982332	0.871009351821993	DDX3X
DDX41	Probable ATP-dependent RNA helicase DDX41 OS=Homo sapiens GN=DDX41 PE=1 SV=2	sp|Q9UJV9|DDX41_HUMAN	70 kDa	70	67	ncih1373_af1521.adpr.msbio	Q9UJV9	51428	-3	-0.0428571428571429	70	70.0142857142857	67.0142857142857	0.957151601713936	0.957148978717326	DDX41
DDX42	ATP-dependent RNA helicase DDX42 OS=Homo sapiens GN=DDX42 PE=1 SV=1	sp|Q86XP3|DDX42_HUMAN	103 kDa	44	27	ncih1373_af1521.adpr.msbio	Q86XP3	11325	-17	-0.386363636363636	103	44.0097087378641	27.0097087378641	0.613721597176263	0.613724153601454	DDX42
DDX46	Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens GN=DDX46 PE=1 SV=2	sp|Q7L014|DDX46_HUMAN	117 kDa	34	5	ncih1373_af1521.adpr.msbio	Q7L014	9879	-29	-0.852941176470588	117	34.008547008547	5.00854700854701	0.14727318421714	0.147309614819171	DDX46
