genename	protein_desc	Accession_Number	Molecular_Weight	SKMES1.AF1521.DMSO_SpC	SKMES1.AF1521.RBN011628_1um_SpC	label	uniprotswissprot	entrez.id	spc.trt_ctrl.delta	spc.ctrl_fraction_delta	molweight	ctrl.binding	trt.binding	trt.fc.binding	trt.fc	gene.symbol.xref
ATPIF1	ATPase inhibitor, mitochondrial OS=Homo sapiens GN=ATPIF1 PE=1 SV=1	sp|Q9UII2|ATIF1_HUMAN	12 kDa	24	25	skmes_adpr.msbio	Q9UII2	93974	1	0.04	12	24.0833333333333	25.0833333333333	1.04152249134948	1.04164931278634	ATP5IF1
ATR	Serine/threonine-protein kinase ATR OS=Homo sapiens GN=ATR PE=1 SV=3	sp|Q13535|ATR_HUMAN	301 kDa	8	0	skmes_adpr.msbio	Q13535	545	-8	-1	301	8.00332225913621	0.00332225913621262	0.0004151100041511	0.00124843945068664	ATR
ATXN2L	Ataxin-2-like protein OS=Homo sapiens GN=ATXN2L PE=1 SV=2	sp|Q8WWM7|ATX2L_HUMAN	113 kDa	8	6	skmes_adpr.msbio	Q8WWM7	11273	-2	-0.25	113	8.00884955752212	6.00884955752212	0.750276243093923	0.750312109862672	ATXN2L
ATXN7	Ataxin-7 OS=Homo sapiens GN=ATXN7 PE=1 SV=1	sp|O15265|ATX7_HUMAN	95 kDa	2	2	skmes_adpr.msbio	O15265	6314	0	0	95	2.01052631578947	2.01052631578947	1	1	ATXN7
BAG2	BAG family molecular chaperone regulator 2 OS=Homo sapiens GN=BAG2 PE=1 SV=1	sp|O95816|BAG2_HUMAN	24 kDa	5	5	skmes_adpr.msbio	O95816	9532	0	0	24	5.04166666666667	5.04166666666667	1	1	BAG2
BAG3	BAG family molecular chaperone regulator 3 OS=Homo sapiens GN=BAG3 PE=1 SV=3	sp|O95817|BAG3_HUMAN	62 kDa	5	2	skmes_adpr.msbio	O95817	9531	-3	-0.6	62	5.01612903225806	2.01612903225806	0.401929260450161	0.401197604790419	BAG3
BAG6	Large proline-rich protein BAG6 OS=Homo sapiens GN=BAG6 PE=1 SV=2	sp|P46379|BAG6_HUMAN	119 kDa	11	11	skmes_adpr.msbio	P46379	7917	0	0	119	11.0084033613445	11.0084033613445	1	1	BAG6
BAIAP2	Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Homo sapiens GN=BAIAP2 PE=1 SV=1	sp|Q9UQB8|BAIP2_HUMAN	61 kDa	28	29	skmes_adpr.msbio	Q9UQB8	10458	1	0.0344827586206897	61	28.016393442623	29.016393442623	1.03569338794617	1.03570153516601	BAIAP2
BAIAP2L1	Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1 OS=Homo sapiens GN=BAIAP2L1 PE=1 SV=2	sp|Q9UHR4|BI2L1_HUMAN	57 kDa	5	5	skmes_adpr.msbio	Q9UHR4	55971	0	0	57	5.01754385964912	5.01754385964912	1	1	BAIAP2L1
BBX	HMG box transcription factor BBX OS=Homo sapiens GN=BBX PE=1 SV=1	sp|Q8WY36|BBX_HUMAN	105 kDa	5	10	skmes_adpr.msbio	Q8WY36	56987	5	0.5	105	5.00952380952381	10.0095238095238	1.99809885931559	1.99800399201597	BBX
BCAP31	B-cell receptor-associated protein 31 OS=Homo sapiens GN=BCAP31 PE=1 SV=3	sp|P51572|BAP31_HUMAN	28 kDa	18	18	skmes_adpr.msbio	P51572	10134	0	0	28	18.0357142857143	18.0357142857143	1	1	BCAP31
BCAS3	Breast carcinoma-amplified sequence 3 OS=Homo sapiens GN=BCAS3 PE=1 SV=3	sp|Q9H6U6|BCAS3_HUMAN	101 kDa	0	2	skmes_adpr.msbio	Q9H6U6	54828	2	1	101	0.0099009900990099	2.00990099009901	203	201	BCAS3
BLMH	Bleomycin hydrolase OS=Homo sapiens GN=BLMH PE=1 SV=1	sp|Q13867|BLMH_HUMAN	53 kDa	0	4	skmes_adpr.msbio	Q13867	642	4	1	53	0.0188679245283019	4.0188679245283	213	401	BLMH
BOD1L1	Biorientation of chromosomes in cell division protein 1-like 1 OS=Homo sapiens GN=BOD1L1 PE=1 SV=2	sp|Q8NFC6|BD1L1_HUMAN	330 kDa	47	64	skmes_adpr.msbio	Q8NFC6	259282	17	0.265625	330	47.0030303030303	64.0030303030303	1.36167880858745	1.36162518613061	BOD1L1
BRD9	Bromodomain-containing protein 9 OS=Homo sapiens GN=BRD9 PE=1 SV=2	sp|Q9H8M2|BRD9_HUMAN	67 kDa	0	3	skmes_adpr.msbio	Q9H8M2	65980	3	1	67	0.0149253731343284	3.01492537313433	202	301	BRD9
BSG	Basigin OS=Homo sapiens GN=BSG PE=1 SV=2	sp|P35613|BASI_HUMAN	42 kDa	7	3	skmes_adpr.msbio	P35613	682	-4	-0.571428571428571	42	7.02380952380952	3.02380952380952	0.430508474576271	0.429386590584879	BSG
BTF3	Transcription factor BTF3 OS=Homo sapiens GN=BTF3 PE=1 SV=1	sp|P20290|BTF3_HUMAN	22 kDa	3	3	skmes_adpr.msbio	P20290	689	0	0	22	3.04545454545455	3.04545454545455	1	1	BTF3
BTF3L4	Transcription factor BTF3 homolog 4 OS=Homo sapiens GN=BTF3L4 PE=1 SV=1	sp|Q96K17|BT3L4_HUMAN	17 kDa	0	3	skmes_adpr.msbio	Q96K17	91408	3	1	17	0.0588235294117647	3.05882352941176	52	301	BTF3L4
BUB3	Mitotic checkpoint protein BUB3 OS=Homo sapiens GN=BUB3 PE=1 SV=1	sp|O43684|BUB3_HUMAN	37 kDa	8	10	skmes_adpr.msbio	O43684	9184	2	0.2	37	8.02702702702703	10.027027027027	1.24915824915825	1.24968789013733	BUB3
BUD23	Probable 18S rRNA (guanine-N(7))-methyltransferase OS=Homo sapiens GN=BUD23 PE=1 SV=2	sp|O43709|BUD23_HUMAN	32 kDa	4	2	skmes_adpr.msbio	O43709	114049	-2	-0.5	32	4.03125	2.03125	0.503875968992248	0.501246882793017	BUD23
BUD31	Protein BUD31 homolog OS=Homo sapiens GN=BUD31 PE=1 SV=2	sp|P41223|BUD31_HUMAN	17 kDa	5	7	skmes_adpr.msbio	P41223	8896	2	0.285714285714286	17	5.05882352941176	7.05882352941176	1.3953488372093	1.39920159680639	BUD31
C12orf45	Uncharacterized protein C12orf45 OS=Homo sapiens GN=C12orf45 PE=1 SV=2	sp|Q8N5I9|CL045_HUMAN	20 kDa	11	6	skmes_adpr.msbio	Q8N5I9	121053	-5	-0.454545454545455	20	11.05	6.05	0.547511312217195	0.545867393278837	NA
C12orf65	Probable peptide chain release factor C12orf65, mitochondrial OS=Homo sapiens GN=C12orf65 PE=2 SV=1	sp|Q9H3J6|CL065_HUMAN	19 kDa	2	0	skmes_adpr.msbio	Q9H3J6	91574	-2	-1	19	2.05263157894737	0.0526315789473684	0.0256410256410256	0.00497512437810945	NA
C15orf40	UPF0235 protein C15orf40 OS=Homo sapiens GN=C15orf40 PE=1 SV=2	sp|Q8WUR7|CO040_HUMAN	16 kDa	4	2	skmes_adpr.msbio	Q8WUR7	123207	-2	-0.5	16	4.0625	2.0625	0.507692307692308	0.501246882793017	NA
C19orf53	Leydig cell tumor 10 kDa protein homolog OS=Homo sapiens GN=C19orf53 PE=1 SV=1	sp|Q9UNZ5|L10K_HUMAN	11 kDa	6	4	skmes_adpr.msbio	Q9UNZ5	28974	-2	-0.333333333333333	11	6.09090909090909	4.09090909090909	0.671641791044776	0.667221297836938	NA
C1orf112	Uncharacterized protein C1orf112 OS=Homo sapiens GN=C1orf112 PE=1 SV=1	sp|Q9NSG2|CA112_HUMAN	97 kDa	2	0	skmes_adpr.msbio	Q9NSG2	55732	-2	-1	97	2.01030927835052	0.0103092783505155	0.00512820512820513	0.00497512437810945	NA
C1orf174	UPF0688 protein C1orf174 OS=Homo sapiens GN=C1orf174 PE=1 SV=2	sp|Q8IYL3|CA174_HUMAN	26 kDa	0	2	skmes_adpr.msbio	Q8IYL3	339448	2	1	26	0.0384615384615385	2.03846153846154	53	201	NA
C2orf68	UPF0561 protein C2orf68 OS=Homo sapiens GN=C2orf68 PE=2 SV=1	sp|Q2NKX9|CB068_HUMAN	19 kDa	6	10	skmes_adpr.msbio	Q2NKX9	388969	4	0.4	19	6.05263157894737	10.0526315789474	1.66086956521739	1.66555740432612	NA
C5orf24	UPF0461 protein C5orf24 OS=Homo sapiens GN=C5orf24 PE=1 SV=1	sp|Q7Z6I8|CE024_HUMAN	20 kDa	0	3	skmes_adpr.msbio	Q7Z6I8	134553	3	1	20	0.05	3.05	61	301	NA
C6orf203	Uncharacterized protein C6orf203 OS=Homo sapiens GN=C6orf203 PE=1 SV=1	sp|Q9P0P8|CF203_HUMAN	28 kDa	3	5	skmes_adpr.msbio	Q9P0P8	51250	2	0.4	28	3.03571428571429	5.03571428571429	1.65882352941176	1.66445182724253	NA
C8orf33	UPF0488 protein C8orf33 OS=Homo sapiens GN=C8orf33 PE=1 SV=1	sp|Q9H7E9|CH033_HUMAN	25 kDa	7	6	skmes_adpr.msbio	Q9H7E9	65265	-1	-0.142857142857143	25	7.04	6.04	0.857954545454545	0.85734664764622	NA
C8orf59	Uncharacterized protein C8orf59 OS=Homo sapiens GN=C8orf59 PE=1 SV=4	sp|Q8N0T1|CH059_HUMAN	11 kDa	3	2	skmes_adpr.msbio	Q8N0T1	401466	-1	-0.333333333333333	11	3.09090909090909	2.09090909090909	0.676470588235294	0.667774086378737	NA
CA2	Carbonic anhydrase 2 OS=Homo sapiens GN=CA2 PE=1 SV=2	sp|P00918|CAH2_HUMAN	29 kDa	0	68	skmes_adpr.msbio	P00918	760	68	1	29	0.0344827586206897	68.0344827586207	1973	6801	CA2
CAAP1	Caspase activity and apoptosis inhibitor 1 OS=Homo sapiens GN=CAAP1 PE=1 SV=2	sp|Q9H8G2|CAAP1_HUMAN	38 kDa	10	8	skmes_adpr.msbio	Q9H8G2	79886	-2	-0.2	38	10.0263157894737	8.02631578947368	0.800524934383202	0.8001998001998	CAAP1
CACYBP	Calcyclin-binding protein OS=Homo sapiens GN=CACYBP PE=1 SV=2	sp|Q9HB71|CYBP_HUMAN	26 kDa	14	19	skmes_adpr.msbio	Q9HB71	27101	5	0.263157894736842	26	14.0384615384615	19.0384615384615	1.35616438356164	1.35688793718772	CACYBP
CAD	CAD protein OS=Homo sapiens GN=CAD PE=1 SV=3	sp|P27708|PYR1_HUMAN	243 kDa	5	2	skmes_adpr.msbio	P27708	790	-3	-0.6	243	5.00411522633745	2.00411522633745	0.400493421052632	0.401197604790419	CAD
CADPS	Calcium-dependent secretion activator 1 OS=Homo sapiens GN=CADPS PE=1 SV=3	sp|Q9ULU8|CAPS1_HUMAN	153 kDa	14	13	skmes_adpr.msbio	Q9ULU8	8618	-1	-0.0714285714285714	153	14.0065359477124	13.0065359477124	0.928604759682688	0.928622412562455	CADPS
CALR	Calreticulin OS=Homo sapiens GN=CALR PE=1 SV=1	sp|P27797|CALR_HUMAN	48 kDa	0	30	skmes_adpr.msbio	P27797	811	30	1	48	0.0208333333333333	30.0208333333333	1441	3001	CALR
CAMSAP2	Calmodulin-regulated spectrin-associated protein 2 OS=Homo sapiens GN=CAMSAP2 PE=1 SV=3	sp|Q08AD1|CAMP2_HUMAN	168 kDa	0	2	skmes_adpr.msbio	Q08AD1	23271	2	1	168	0.00595238095238095	2.00595238095238	337	201	CAMSAP2
CANX	Calnexin OS=Homo sapiens GN=CANX PE=1 SV=2	sp|P27824|CALX_HUMAN	68 kDa	20	23	skmes_adpr.msbio	P27824	821	3	0.130434782608696	68	20.0147058823529	23.0147058823529	1.14988978692138	1.14992503748126	CANX
CAP1	Adenylyl cyclase-associated protein 1 OS=Homo sapiens GN=CAP1 PE=1 SV=5	sp|Q01518|CAP1_HUMAN	52 kDa	0	25	skmes_adpr.msbio	Q01518	10487	25	1	52	0.0192307692307692	25.0192307692308	1301	2501	CAP1
CAPG	Macrophage-capping protein OS=Homo sapiens GN=CAPG PE=1 SV=2	sp|P40121|CAPG_HUMAN	38 kDa	0	15	skmes_adpr.msbio	P40121	822	15	1	38	0.0263157894736842	15.0263157894737	571	1501	CAPG
CAPN1	Calpain-1 catalytic subunit OS=Homo sapiens GN=CAPN1 PE=1 SV=1	sp|P07384|CAN1_HUMAN	82 kDa	2	6	skmes_adpr.msbio	P07384	823	4	0.666666666666667	82	2.01219512195122	6.01219512195122	2.98787878787879	2.99004975124378	CAPN1
CAPN2	Calpain-2 catalytic subunit OS=Homo sapiens GN=CAPN2 PE=1 SV=6	sp|P17655|CAN2_HUMAN	80 kDa	26	29	skmes_adpr.msbio	P17655	824	3	0.103448275862069	80	26.0125	29.0125	1.11532916866891	1.11534025374856	CAPN2
CAPNS1	Calpain small subunit 1 OS=Homo sapiens GN=CAPNS1 PE=1 SV=1	sp|P04632|CPNS1_HUMAN	28 kDa	18	19	skmes_adpr.msbio	P04632	826	1	0.0526315789473684	28	18.0357142857143	19.0357142857143	1.05544554455446	1.05552470849528	CAPNS1
CAPZA1	F-actin-capping protein subunit alpha-1 OS=Homo sapiens GN=CAPZA1 PE=1 SV=3	sp|P52907|CAZA1_HUMAN	33 kDa	0	15	skmes_adpr.msbio	P52907	829	15	1	33	0.0303030303030303	15.030303030303	496	1501	CAPZA1
CAPZB	F-actin-capping protein subunit beta OS=Homo sapiens GN=CAPZB PE=1 SV=4	sp|P47756|CAPZB_HUMAN	31 kDa	0	2	skmes_adpr.msbio	P47756	832	2	1	31	0.032258064516129	2.03225806451613	63	201	CAPZB
CARD6	Caspase recruitment domain-containing protein 6 OS=Homo sapiens GN=CARD6 PE=1 SV=2	sp|Q9BX69|CARD6_HUMAN	116 kDa	11	16	skmes_adpr.msbio	Q9BX69	84674	5	0.3125	116	11.0086206896552	16.0086206896552	1.45418950665623	1.45413260672116	CARD6
CASP14	Caspase-14 OS=Homo sapiens GN=CASP14 PE=1 SV=2	sp|P31944|CASPE_HUMAN	28 kDa	2	4	skmes_adpr.msbio	P31944	23581	2	0.5	28	2.03571428571429	4.03571428571429	1.98245614035088	1.99502487562189	CASP14
CAST	Calpastatin OS=Homo sapiens GN=CAST PE=1 SV=4	sp|P20810|ICAL_HUMAN	77 kDa	6	10	skmes_adpr.msbio	P20810	831	4	0.4	77	6.01298701298701	10.012987012987	1.66522678185745	1.66555740432612	CAST
CAT	Catalase OS=Homo sapiens GN=CAT PE=1 SV=3	sp|P04040|CATA_HUMAN	60 kDa	4	13	skmes_adpr.msbio	P04040	847	9	0.692307692307692	60	4.01666666666667	13.0166666666667	3.24066390041494	3.24438902743142	CAT
CAVIN1	Caveolae-associated protein 1 OS=Homo sapiens GN=CAVIN1 PE=1 SV=1	sp|Q6NZI2|CAVN1_HUMAN	43 kDa	9	13	skmes_adpr.msbio	Q6NZI2	284119	4	0.307692307692308	43	9.02325581395349	13.0232558139535	1.44329896907216	1.44395116537181	CAVIN1
CBR1	Carbonyl reductase [NADPH] 1 OS=Homo sapiens GN=CBR1 PE=1 SV=3	sp|P16152|CBR1_HUMAN	30 kDa	23	28	skmes_adpr.msbio	P16152	873	5	0.178571428571429	30	23.0333333333333	28.0333333333333	1.21707670043415	1.21729682746632	CBR1
CBX3	Chromobox protein homolog 3 OS=Homo sapiens GN=CBX3 PE=1 SV=4	sp|Q13185|CBX3_HUMAN	21 kDa	0	4	skmes_adpr.msbio	Q13185	11335	4	1	21	0.0476190476190476	4.04761904761905	85	401	CBX3
CBX4	E3 SUMO-protein ligase CBX4 OS=Homo sapiens GN=CBX4 PE=1 SV=3	sp|O00257|CBX4_HUMAN	61 kDa	4	3	skmes_adpr.msbio	O00257	8535	-1	-0.25	61	4.01639344262295	3.01639344262295	0.751020408163265	0.750623441396509	CBX4
CBX5	Chromobox protein homolog 5 OS=Homo sapiens GN=CBX5 PE=1 SV=1	sp|P45973|CBX5_HUMAN	22 kDa	30	32	skmes_adpr.msbio	P45973	23468	2	0.0625	22	30.0454545454545	32.0454545454545	1.06656580937973	1.06664445184938	CBX5
CCAR2	Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens GN=CCAR2 PE=1 SV=2	sp|Q8N163|CCAR2_HUMAN	103 kDa	0	3	skmes_adpr.msbio	Q8N163	57805	3	1	103	0.00970873786407767	3.00970873786408	310	301	CCAR2
CCDC124	Coiled-coil domain-containing protein 124 OS=Homo sapiens GN=CCDC124 PE=1 SV=1	sp|Q96CT7|CC124_HUMAN	26 kDa	6	3	skmes_adpr.msbio	Q96CT7	115098	-3	-0.5	26	6.03846153846154	3.03846153846154	0.503184713375796	0.500831946755408	CCDC124
CCDC137	Coiled-coil domain-containing protein 137 OS=Homo sapiens GN=CCDC137 PE=1 SV=1	sp|Q6PK04|CC137_HUMAN	33 kDa	2	0	skmes_adpr.msbio	Q6PK04	339230	-2	-1	33	2.03030303030303	0.0303030303030303	0.0149253731343284	0.00497512437810945	CCDC137
CCDC43	Coiled-coil domain-containing protein 43 OS=Homo sapiens GN=CCDC43 PE=1 SV=2	sp|Q96MW1|CCD43_HUMAN	25 kDa	0	2	skmes_adpr.msbio	Q96MW1	124808	2	1	25	0.04	2.04	51	201	CCDC43
CCDC47	Coiled-coil domain-containing protein 47 OS=Homo sapiens GN=CCDC47 PE=1 SV=1	sp|Q96A33|CCD47_HUMAN	56 kDa	2	0	skmes_adpr.msbio	Q96A33	57003	-2	-1	56	2.01785714285714	0.0178571428571429	0.00884955752212389	0.00497512437810945	CCDC47
CCDC50	Coiled-coil domain-containing protein 50 OS=Homo sapiens GN=CCDC50 PE=1 SV=1	sp|Q8IVM0|CCD50_HUMAN	36 kDa	21	10	skmes_adpr.msbio	Q8IVM0	152137	-11	-0.523809523809524	36	21.0277777777778	10.0277777777778	0.476882430647292	0.476439790575916	CCDC50
CCDC59	Thyroid transcription factor 1-associated protein 26 OS=Homo sapiens GN=CCDC59 PE=1 SV=2	sp|Q9P031|TAP26_HUMAN	29 kDa	4	3	skmes_adpr.msbio	Q9P031	29080	-1	-0.25	29	4.03448275862069	3.03448275862069	0.752136752136752	0.750623441396509	CCDC59
CCDC80	Coiled-coil domain-containing protein 80 OS=Homo sapiens GN=CCDC80 PE=1 SV=1	sp|Q76M96|CCD80_HUMAN	108 kDa	0	29	skmes_adpr.msbio	Q76M96	151887	29	1	108	0.00925925925925926	29.0092592592593	3133	2901	CCDC80
CCDC88A	Girdin OS=Homo sapiens GN=CCDC88A PE=1 SV=2	sp|Q3V6T2|GRDN_HUMAN	216 kDa	13	6	skmes_adpr.msbio	Q3V6T2	55704	-7	-0.538461538461538	216	13.0046296296296	6.00462962962963	0.461730153079388	0.4619523443505	CCDC88A
CCNK	Cyclin-K OS=Homo sapiens GN=CCNK PE=1 SV=2	sp|O75909|CCNK_HUMAN	64 kDa	13	15	skmes_adpr.msbio	O75909	8812	2	0.133333333333333	64	13.015625	15.015625	1.15366146458583	1.15372790161414	CCNK
CCNT1	Cyclin-T1 OS=Homo sapiens GN=CCNT1 PE=1 SV=1	sp|O60563|CCNT1_HUMAN	81 kDa	27	29	skmes_adpr.msbio	O60563	904	2	0.0689655172413793	81	27.0123456790123	29.0123456790123	1.07404021937843	1.07404664938912	CCNT1
CCNT2	Cyclin-T2 OS=Homo sapiens GN=CCNT2 PE=1 SV=2	sp|O60583|CCNT2_HUMAN	81 kDa	0	3	skmes_adpr.msbio	O60583	905	3	1	81	0.0123456790123457	3.01234567901235	244	301	CCNT2
CCT2	T-complex protein 1 subunit beta OS=Homo sapiens GN=CCT2 PE=1 SV=4	sp|P78371|TCPB_HUMAN	57 kDa	7	10	skmes_adpr.msbio	P78371	10576	3	0.3	57	7.01754385964912	10.0175438596491	1.4275	1.42796005706134	CCT2
CCT3	T-complex protein 1 subunit gamma OS=Homo sapiens GN=CCT3 PE=1 SV=4	sp|P49368|TCPG_HUMAN	61 kDa	15	15	skmes_adpr.msbio	P49368	7203	0	0	61	15.016393442623	15.016393442623	1	1	CCT3
CCT4	T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=1 SV=4	sp|P50991|TCPD_HUMAN	58 kDa	7	12	skmes_adpr.msbio	P50991	10575	5	0.416666666666667	58	7.01724137931035	12.0172413793103	1.71253071253071	1.7132667617689	CCT4
CCT5	T-complex protein 1 subunit epsilon OS=Homo sapiens GN=CCT5 PE=1 SV=1	sp|P48643|TCPE_HUMAN	60 kDa	5	4	skmes_adpr.msbio	P48643	22948	-1	-0.2	60	5.01666666666667	4.01666666666667	0.800664451827243	0.800399201596806	CCT5
CCT6A	T-complex protein 1 subunit zeta OS=Homo sapiens GN=CCT6A PE=1 SV=3	sp|P40227|TCPZ_HUMAN	58 kDa	14	22	skmes_adpr.msbio	P40227	908	8	0.363636363636364	58	14.0172413793103	22.0172413793103	1.57072570725707	1.57102069950036	CCT6A
CCT7	T-complex protein 1 subunit eta OS=Homo sapiens GN=CCT7 PE=1 SV=2	sp|Q99832|TCPH_HUMAN	59 kDa	11	5	skmes_adpr.msbio	Q99832	10574	-6	-0.545454545454545	59	11.0169491525424	5.01694915254237	0.455384615384615	0.455040871934605	CCT7
CCT8	T-complex protein 1 subunit theta OS=Homo sapiens GN=CCT8 PE=1 SV=4	sp|P50990|TCPQ_HUMAN	60 kDa	7	29	skmes_adpr.msbio	P50990	10694	22	0.758620689655172	60	7.01666666666667	29.0166666666667	4.1353919239905	4.13837375178317	CCT8
CD109	CD109 antigen OS=Homo sapiens GN=CD109 PE=1 SV=2	sp|Q6YHK3|CD109_HUMAN	162 kDa	18	12	skmes_adpr.msbio	Q6YHK3	135228	-6	-0.333333333333333	162	18.0061728395062	12.0061728395062	0.66678093932122	0.666851749028318	CD109
CD151	CD151 antigen OS=Homo sapiens GN=CD151 PE=1 SV=3	sp|P48509|CD151_HUMAN	28 kDa	2	2	skmes_adpr.msbio	P48509	977	0	0	28	2.03571428571429	2.03571428571429	1	1	CD151
CD44	CD44 antigen OS=Homo sapiens GN=CD44 PE=1 SV=3	sp|P16070|CD44_HUMAN	82 kDa	3	3	skmes_adpr.msbio	P16070	960	0	0	82	3.01219512195122	3.01219512195122	1	1	CD44
CD59	CD59 glycoprotein OS=Homo sapiens GN=CD59 PE=1 SV=1	sp|P13987|CD59_HUMAN	14 kDa	5	3	skmes_adpr.msbio	P13987	966	-2	-0.4	14	5.07142857142857	3.07142857142857	0.605633802816901	0.600798403193613	CD59
CDC20	Cell division cycle protein 20 homolog OS=Homo sapiens GN=CDC20 PE=1 SV=2	sp|Q12834|CDC20_HUMAN	55 kDa	14	6	skmes_adpr.msbio	Q12834	991	-8	-0.571428571428571	55	14.0181818181818	6.01818181818182	0.429312581063554	0.428979300499643	CDC20
CDC23	Cell division cycle protein 23 homolog OS=Homo sapiens GN=CDC23 PE=1 SV=3	sp|Q9UJX2|CDC23_HUMAN	69 kDa	2	2	skmes_adpr.msbio	Q9UJX2	8697	0	0	69	2.01449275362319	2.01449275362319	1	1	CDC23
CDC42	Cell division control protein 42 homolog OS=Homo sapiens GN=CDC42 PE=1 SV=2	sp|P60953|CDC42_HUMAN	21 kDa	8	16	skmes_adpr.msbio	P60953	998	8	0.5	21	8.04761904761905	16.047619047619	1.99408284023669	1.99875156054931	CDC42
CDC42BPB	Serine/threonine-protein kinase MRCK beta OS=Homo sapiens GN=CDC42BPB PE=1 SV=2	sp|Q9Y5S2|MRCKB_HUMAN	194 kDa	5	0	skmes_adpr.msbio	Q9Y5S2	9578	-5	-1	194	5.00515463917526	0.00515463917525773	0.00102986611740474	0.00199600798403194	CDC42BPB
CDC6	Cell division control protein 6 homolog OS=Homo sapiens GN=CDC6 PE=1 SV=1	sp|Q99741|CDC6_HUMAN	63 kDa	5	0	skmes_adpr.msbio	Q99741	990	-5	-1	63	5.01587301587302	0.0158730158730159	0.00316455696202532	0.00199600798403194	CDC6
CDC7	Cell division cycle 7-related protein kinase OS=Homo sapiens GN=CDC7 PE=1 SV=1	sp|O00311|CDC7_HUMAN	64 kDa	2	0	skmes_adpr.msbio	O00311	8317	-2	-1	64	2.015625	0.015625	0.00775193798449612	0.00497512437810945	CDC7
CDC73	Parafibromin OS=Homo sapiens GN=CDC73 PE=1 SV=1	sp|Q6P1J9|CDC73_HUMAN	61 kDa	0	3	skmes_adpr.msbio	Q6P1J9	79577	3	1	61	0.0163934426229508	3.01639344262295	184	301	CDC73
CDCA8	Borealin OS=Homo sapiens GN=CDCA8 PE=1 SV=2	sp|Q53HL2|BOREA_HUMAN	31 kDa	0	2	skmes_adpr.msbio	Q53HL2	55143	2	1	31	0.032258064516129	2.03225806451613	63	201	CDCA8
CDK1	Cyclin-dependent kinase 1 OS=Homo sapiens GN=CDK1 PE=1 SV=3	sp|P06493|CDK1_HUMAN	34 kDa	8	8	skmes_adpr.msbio	P06493	983	0	0	34	8.02941176470588	8.02941176470588	1	1	CDK1
CDK11B	Cyclin-dependent kinase 11B OS=Homo sapiens GN=CDK11B PE=1 SV=3	sp|P21127|CD11B_HUMAN	93 kDa	56	59	skmes_adpr.msbio	P21127	984	3	0.0508474576271186	93	56.010752688172	59.010752688172	1.05356114417355	1.05356186395287	CDK11B
CDK12	Cyclin-dependent kinase 12 OS=Homo sapiens GN=CDK12 PE=1 SV=2	sp|Q9NYV4|CDK12_HUMAN	164 kDa	5	0	skmes_adpr.msbio	Q9NYV4	51755	-5	-1	164	5.00609756097561	0.00609756097560976	0.00121802679658953	0.00199600798403194	CDK12
CDK17	Cyclin-dependent kinase 17 OS=Homo sapiens GN=CDK17 PE=1 SV=2	sp|Q00537|CDK17_HUMAN	60 kDa	2	13	skmes_adpr.msbio	Q00537	5128	11	0.846153846153846	60	2.01666666666667	13.0166666666667	6.45454545454546	6.4726368159204	CDK17
CDK5RAP2	CDK5 regulatory subunit-associated protein 2 OS=Homo sapiens GN=CDK5RAP2 PE=1 SV=5	sp|Q96SN8|CK5P2_HUMAN	215 kDa	8	5	skmes_adpr.msbio	Q96SN8	55755	-3	-0.375	215	8.0046511627907	5.0046511627907	0.625217896571761	0.625468164794007	CDK5RAP2
CDK9	Cyclin-dependent kinase 9 OS=Homo sapiens GN=CDK9 PE=1 SV=3	sp|P50750|CDK9_HUMAN	43 kDa	8	11	skmes_adpr.msbio	P50750	1025	3	0.272727272727273	43	8.02325581395349	11.0232558139535	1.37391304347826	1.37453183520599	CDK9
CDKN2AIP	CDKN2A-interacting protein OS=Homo sapiens GN=CDKN2AIP PE=1 SV=3	sp|Q9NXV6|CARF_HUMAN	61 kDa	2	2	skmes_adpr.msbio	Q9NXV6	55602	0	0	61	2.01639344262295	2.01639344262295	1	1	CDKN2AIP
CEBPZOS	Protein CEBPZOS OS=Homo sapiens GN=CEBPZOS PE=1 SV=2	sp|A8MTT3|CEBOS_HUMAN	9 kDa	4	0	skmes_adpr.msbio	A8MTT3	100505876	-4	-1	9	4.11111111111111	0.111111111111111	0.027027027027027	0.00249376558603491	CEBPZOS
CENPC	Centromere protein C OS=Homo sapiens GN=CENPC PE=1 SV=2	sp|Q03188|CENPC_HUMAN	107 kDa	0	3	skmes_adpr.msbio	Q03188	1060	3	1	107	0.00934579439252336	3.00934579439252	322	301	CENPC
CENPE	Centromere-associated protein E OS=Homo sapiens GN=CENPE PE=1 SV=2	sp|Q02224|CENPE_HUMAN	316 kDa	2	0	skmes_adpr.msbio	Q02224	1062	-2	-1	316	2.00316455696203	0.00316455696202532	0.00157977883096367	0.00497512437810945	CENPE
CEP131	Centrosomal protein of 131 kDa OS=Homo sapiens GN=CEP131 PE=1 SV=3	sp|Q9UPN4|CP131_HUMAN	122 kDa	0	2	skmes_adpr.msbio	Q9UPN4	22994	2	1	122	0.00819672131147541	2.00819672131148	245	201	CEP131
